Titre de l’action d’adaptation,Exemple,Aléa climatique visé,Catégorie ressources,Catégorie entreprise,Prix,Prix crédit,Crédit normalisé,Temps,Score,Véhicules,Machines
Cartographier et prioriser les risques climatiques par branche d’activité,"Classement des activités selon leur exposition aux chaleurs, inondations, ruptures d’eau et fragilité des fournisseurs clés. La direction sait quelles branches traiter en priorité avant d’engager les budgets d’adaptation.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,2,2,Moyen terme,4,Non,Non
Formaliser une stratégie globale d’adaptation,"Rédaction d’une feuille de route adaptation à cinq ans, avec objectifs, budget, responsables, calendrier et suivi en comité de direction. Les décisions ne sont plus prises au cas par cas après chaque événement climatique.",Tous aléas climatiques,Organisationnelles,Section par défaut,30 000 €,1,1,Moyen terme,1,Non,Non
Mettre en place une cartographie permanente des risques climatiques,"Mise à jour semestrielle d’une carte des bâtiments, accès, stocks et équipes exposés aux inondations, chaleurs et retraits-gonflements des argiles. Les nouveaux risques sont intégrés dès qu’un site ou une activité évolue.",Vague de chaleur/ Chaleur extrême/ Inondation fluviale/ Inondation pluie/ Fortes pluies/ Stress Hydrique/ Tempêtes/ Modif T° air/ Vague de gel,Organisationnelles,CAPEX majoritaire > court terme,50 000 €,4,2,Court terme,4,Non,Non
Mettre en œuvre des actions sans regret pour la santé et la qualité produit,"Plantation d’arbres d’ombrage près des zones d’attente, choix de revêtements clairs et création de points d’eau pour les usagers. La santé des personnes et la qualité des produits sensibles à la chaleur sont mieux protégées.",Tous aléas climatiques,Solutions fondées sur la nature,CAPEX majoritaire > court terme,250 000 €,10,3,Court terme,8,Non,Non
Créer une équipe dédiée à l’adaptation,"Nomination d’un binôme adaptation réunissant exploitation et RSE, avec temps dédié, mandat clair et accès aux données de risques. Les sujets climatiques avancent même entre deux épisodes de crise.",Tous aléas climatiques,Humaines,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,1,Non,Non
Évaluer la stratégie avec une méthodologie dédiée,"Évaluation annuelle de la stratégie avec grille de maturité, indicateurs de vulnérabilité et bilan des actions réellement déployées. L’organisation identifie ce qui fonctionne et ce qui doit être renforcé.",Tous aléas climatiques,Organisationnelles,Section par défaut,30 000 €,1,1,Moyen terme,4,Non,Non
Adapter les sites vulnérables avec brumisateurs et filets UV,Installation de brumisateurs temporisés sur une aire d’attente extérieure et de filets UV au-dessus d’une zone de travail exposée. Les usagers et salariés sont moins exposés aux coups de chaleur pendant l’été.,Vague de chaleur/ Chaleur extrême/ RGA/ Mouvements de terrain/ Fortes pluies,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Mettre en œuvre une politique sécheresse,"Définition de seuils de restriction d’eau, arrêt priorisé des usages non essentiels et suivi hebdomadaire des consommations en période sèche. L’activité réduit sa pression sur la ressource avant la crise.",Stress Hydrique,Organisationnelles,OPEX majoritaire > eau,50 000 €,2,2,Moyen terme,0,Non,Non
Créer un comité stratégique d’adaptation,"Création d’un comité trimestriel réunissant direction, finances, exploitation, immobilier et RH pour arbitrer les priorités d’adaptation. Les investissements sont décidés collectivement plutôt que dispersés entre services.",Tous aléas climatiques,Organisationnelles,Capital humain,30 000 €,1,1,Moyen terme,1,Non,Non
Dimensionner les moyens humains et financiers de l’adaptation,"Chiffrage d’un programme d’adaptation par site, avec besoins en chef de projet, prestataires, travaux et maintenance sur trois ans. L’entreprise sait quels moyens mobiliser avant de lancer les actions.",Tous aléas climatiques,Financières,Capital humain,15 000 €,1,"0,5",Moyen terme,2,Non,Non
Créer des îlots de fraîcheur modulaires,"Pose de modules d’ombrage, jardinières robustes, assises fraîches et fontaine temporaire sur une place très minérale. Les habitants disposent rapidement d’un espace de pause pendant les canicules.",Chaleur extrême/ Vague de chaleur/ Modif T° air,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Communiquer sur les nouveaux risques climatiques et les gestes préventifs,"Diffusion d’affiches et SMS internes indiquant les nouveaux risques, les horaires adaptés et les consignes en cas d’orage ou de chaleur extrême. Les équipes savent quoi faire sans attendre une réunion de crise.",Chaleur extrême/ Vague de chaleur/ Fortes pluies/ Inondation pluie/ RGA/ Stress Hydrique/ Tempêtes/ Vague de gel/ Feux de forêt,Humaines,Capital humain,50 000 €,2,2,Moyen terme,10,Non,Non
Végétaliser les espaces publics,"Transformation d’un parking asphalté en espace planté avec noues, sols perméables et arbres d’ombrage. Le quartier gagne en fraîcheur et absorbe mieux les fortes pluies.",Chaleur extrême/ Vague de chaleur/ Fortes pluies/ Inondation pluie/ Stress Hydrique/ Modif T° air,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Non
Requalifier une rue minéralisée en espace végétalisé et multimodal,"Réaménagement d’une rue sans arbres avec trottoirs élargis, piste cyclable, noues plantées et revêtements perméables. Les déplacements deviennent plus confortables et l’eau de pluie est mieux infiltrée.",Chaleur extrême/ Vague de chaleur/ Modif T° air/ Fortes pluies/ Inondation pluie,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Non
Mobiliser la mémoire collective des catastrophes,"Organisation d’ateliers avec habitants et agents ayant vécu une crue ou une tempête, puis intégration des retours dans les plans d’action. Les erreurs passées sont transformées en consignes concrètes.",Fortes pluies/ Inondation fluviale/ Inondation pluie/ Chaleur extrême/ Vague de chaleur/ RGA/ Tempêtes,Organisationnelles,Capital humain,30 000 €,1,1,Moyen terme,0,Non,Non
Mobiliser les aides et subventions pour financer l’adaptation,"Montage d’un dossier combinant aides de l’agence de l’eau, fonds vert et subvention régionale pour désimperméabiliser une cour. Le reste à charge diminue et le projet peut être lancé plus vite.",Fortes pluies/ Inondation pluie/ Inondation fluviale/ Stress Hydrique/ Chaleur extrême/ Vague de chaleur/ RGA/ Tempêtes/ Modif T° air,Financières,Capital humain,50 000 €,2,2,Court terme,0,Non,Non
Cartographier les îlots de chaleur et les secteurs de ruissellement,"Croisement d’images satellites, relevés terrain et plaintes d’usagers pour repérer les places très chaudes et les rues qui ruissellent. Les premiers travaux ciblent les secteurs les plus inconfortables et exposés.",Chaleur extrême/ Vague de chaleur/ Fortes pluies/ Inondation fluviale/ Inondation pluie/ RGA/ Stress Hydrique/ Modif T° air,Technique,Capital humain,250 000 €,10,3,Long terme,7,Non,Non
Mobiliser les financements et accompagnements disponibles,"Recensement des dispositifs publics, appels à projets et accompagnements techniques disponibles pour les bâtiments et espaces extérieurs. Les porteurs de projet savent vers qui se tourner selon leur besoin.",Tous aléas climatiques,Financières,Capital humain,15 000 €,1,"0,5",Moyen terme,0,Non,Non
Investir dans un serveur de traitement de données climatiques,"Achat d’un serveur dédié pour traiter projections climatiques, données de capteurs et historiques d’incidents par site. Les cartes de risque sont calculées plus rapidement et mises à jour en interne.",Tous aléas climatiques,Technique,Capital humain,250 000 €,10,3,Court terme,7,Non,Non
Construire un plan d’action d’adaptation sans regret,"Sélection d’actions utiles dans tous les scénarios, comme ombrage, économies d’eau, continuité d’activité et protection des accès. Le plan reste pertinent même si l’intensité exacte des aléas évolue.",Fortes pluies/ Inondation fluviale/ Inondation pluie/ Modif T° air/ RGA/ Stress Hydrique/ Chaleur extrême/ Tempêtes/ Vague de chaleur/ Vague de gel,Organisationnelles,Capital humain,50 000 €,2,2,Long terme,8,Non,Non
Mettre en place ou renforcer les plans canicule,"Mise à jour du plan canicule avec référents, seuils d’activation, appels aux personnes fragiles et stocks de bouteilles d’eau. Les équipes passent en mode prévention dès l’annonce d’une vigilance chaleur.",Chaleur extrême/ Vague de chaleur,Humaines,OPEX majoritaire > main d’œuvre,250 000 €,10,3,Long terme,0,Non,Non
Créer des retenues d’eau adaptées,Création d’une réserve d’eau paysagère alimentée par les pluies de toiture pour arroser les espaces verts en période sèche. L’arrosage ne dépend plus uniquement du réseau d’eau potable.,Stress Hydrique/ Chaleur extrême/ Vague de chaleur,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Non
Tester l’irrigation goutte-à-goutte enterrée et de surface,"Installation de deux parcelles tests, l’une en goutte-à-goutte enterré et l’autre en surface, avec suivi de l’humidité du sol et des rendements. Le système le plus efficace est retenu avant généralisation.",Stress Hydrique/ Chaleur extrême/ Modif T° air,Technique,CAPEX majoritaire > court terme,50 000 €,2,2,Court terme,7,Non,Non
"Modifier les normes thermiques, de ventilation, d’urbanisme et de bâtiment","Révision d’un cahier des charges bâtiment pour imposer protections solaires, ventilation naturelle, seuils anti-inondation et sols perméables. Les nouvelles constructions intègrent les aléas dès la conception.",Chaleur extrême/ Vague de chaleur/ Modif T° air/ Fortes pluies/ Inondation pluie/ RGA,Technique,Capital humain,250 000 €,10,3,Long terme,0,Non,Non
Adapter les cultures et les régimes alimentaires,Introduction de variétés moins gourmandes en eau dans les menus d’une cantine et adaptation des achats vers des productions locales résilientes. L’alimentation dépend moins de cultures fragilisées par la sécheresse.,Stress Hydrique/ Chaleur extrême/ Modif T° air,Solutions fondées sur la nature,Capital humain,80 000 €,3,2,Moyen terme,0,Non,Non
Créer une coulée verte ou un corridor écologique urbain,"Aménagement d’un corridor planté reliant un parc, une école et une zone d’activité, avec sols perméables et essences locales. Les déplacements sont plus frais et la biodiversité circule mieux en ville.",Chaleur extrême/ Vague de chaleur/ Modif T° air/ Stress Hydrique/ Fortes pluies/ Inondation pluie,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Non
"Réaliser un état des lieux du foncier mobilisable, recyclable ou à densifier","Inventaire des friches, parkings sous-utilisés et parcelles mutables pouvant accueillir logements, végétalisation ou équipements sans artificialiser de nouveaux sols. Le foncier existant est utilisé avant d’étendre la ville.",Chaleur extrême/ Vague de chaleur/ Modif T° air/ Fortes pluies/ Inondation pluie/ Stress Hydrique,Solutions fondées sur la nature,Capital humain,80 000 €,3,2,Moyen terme,0,Non,Non
Créer une plateforme territorialisée des risques climatiques,"Mise en ligne d’une plateforme affichant cartes d’inondation, îlots de chaleur, vulnérabilités sociales et actions prévues par quartier. Les élus et services disposent d’une vision partagée des priorités.",Tous aléas climatiques,Technique,Capital humain,50 000 €,2,2,Court terme,4,Non,Non
Mettre en place une information climatique en mode push,"Envoi automatique d’alertes ciblées aux gestionnaires de sites lorsqu’un seuil de chaleur, pluie ou vent est dépassé. Les responsables reçoivent l’information utile sans devoir consulter plusieurs sources.",Tous aléas climatiques,Organisationnelles,Capital humain,30 000 €,1,1,Court terme,10,Non,Non
Analyser les événements passés pour éviter la répétition des erreurs,"Analyse d’une inondation passée avec chronologie, points de blocage, dégâts, décisions prises et retours des équipes. Les procédures sont corrigées pour éviter les mêmes défaillances lors du prochain événement.",Tous aléas climatiques,Organisationnelles,Capital humain,250 000 €,10,3,Moyen terme,8,Non,Non
Capitaliser sur les réalisations performantes de territoires comparables,"Visite de territoires ayant déjà désimperméabilisé des cours, adapté des bâtiments publics ou créé des îlots de fraîcheur. Les solutions éprouvées sont reprises en tenant compte du contexte local.",Tous aléas climatiques,Organisationnelles,Capital humain,15 000 €,1,"0,5",Moyen terme,1,Non,Non
Promouvoir les outils d’évaluation de vulnérabilité,"Diffusion d’un outil simple de diagnostic indiquant exposition, sensibilité et capacité d’adaptation pour chaque bâtiment ou activité. Les responsables peuvent comparer les vulnérabilités sans expertise lourde au départ.",Tous aléas climatiques,Technique,CAPEX majoritaire > court terme,50 000 €,2,2,Court terme,4,Non,Non
Faciliter l’accès aux dispositifs d’accompagnement au diagnostic,"Mise en place d’un guichet unique orientant les PME vers bureaux d’études, chambres consulaires et aides au diagnostic climatique. Les entreprises accèdent plus facilement au premier niveau d’accompagnement.",Tous aléas climatiques,Organisationnelles,Capital humain,30 000 €,1,1,Moyen terme,4,Non,Non
Reconduire les petites subventions vertes pour les diagnostics de vulnérabilité,"Attribution d’une aide forfaitaire aux petites structures pour financer un premier diagnostic chaleur, eau ou inondation. Le coût d’entrée baisse et davantage d’acteurs évaluent leurs vulnérabilités.",Tous aléas climatiques,Financières,Section par défaut,30 000 €,1,1,Moyen terme,4,Non,Non
Élaborer des plans d’urgence pour la santé et la productivité des travailleurs,"Création d’un protocole pour les travailleurs exposés, avec pauses renforcées, zones de repli, seuils d’arrêt et suivi des malaises. La santé et la productivité sont protégées pendant les épisodes extrêmes.",Chaleur extrême/ Vague de chaleur/ Tempêtes/ Fortes pluies/ Inondation pluie/ Vague de gel/ Modif T° air/ RGA/ Stress Hydrique/ Inondation fluviale/ Inondation nappe,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,1,1,Moyen terme,0,Non,Non
Développer un écosystème local de partenaires pour l’exposition aux aléas,"Constitution d’un réseau local avec pompiers, collectivités, assureurs, chambres consulaires et fournisseurs essentiels. Chaque acteur sait qui contacter lorsqu’un aléa menace une zone d’activité.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,2,2,Moyen terme,3,Non,Non
Utiliser le CPF pour les salariés concernés par une réorientation stratégique,"Mobilisation du CPF pour former des salariés dont le métier devient moins viable à cause du climat, par exemple vers la maintenance, l’eau ou l’énergie. Les trajectoires professionnelles sont anticipées plutôt que subies.",Tous aléas climatiques,Humaines,OPEX majoritaire > main d’œuvre,30 000 €,1,1,Court terme,0,Non,Non
Créer des communautés de recherche de solutions d’adaptation,"Création d’un groupe de pairs réunissant entreprises, collectivités et chercheurs pour tester des solutions d’ombrage, d’eau ou de continuité d’activité. Les retours d’expérience accélèrent le passage à l’action.",Tous aléas climatiques,Organisationnelles,Capital humain,15 000 €,1,"0,5",Court terme,3,Non,Non
Créer des groupes de travail transversaux sur la résilience des infrastructures,"Réunion des services voirie, eau, énergie, numérique et bâtiments pour analyser la dépendance entre réseaux critiques. Les travaux de résilience sont coordonnés au lieu d’être décidés séparément.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,3,Non,Non
Développer des accompagnements multi-enjeux de transition,"Accompagnement d’une PME sur l’eau, l’énergie, les risques physiques et la stratégie commerciale dans un même parcours. L’entreprise évite de traiter l’adaptation comme un sujet isolé.",Tous aléas climatiques,Organisationnelles,Capital humain,15 000 €,1,"0,5",Moyen terme,0,Non,Non
Accélérer les autorisations nécessaires aux nouvelles technologies d’adaptation,Mise en place d’une procédure accélérée pour tester une solution de récupération d’eau ou de rafraîchissement passif sur un site pilote. Les innovations utiles ne restent pas bloquées par des délais administratifs.,Tous aléas climatiques,Humaines,Section par défaut,15 000 €,1,"0,5",Moyen terme,0,Non,Non
Soutenir la recherche sur les matériaux et procédés sobres en ressources,Lancement d’un programme de recherche sur bétons bas carbone résistants aux fortes chaleurs et procédés industriels économes en eau. Les futurs équipements consomment moins de ressources critiques.,Stress Hydrique/ Modif T° air/ Chaleur extrême,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Favoriser les approches pluridisciplinaires,"Association d’ingénieurs, sociologues, urbanistes, assureurs et usagers pour concevoir un plan de résilience. Les solutions tiennent compte à la fois des contraintes techniques et des usages quotidiens.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,0,Non,Non
Fluidifier la collaboration entre acteurs de la chaîne d’adaptation,"Signature d’une convention entre collectivités, gestionnaires de réseaux, entreprises et associations pour partager données, alertes et retours d’expérience. Les acteurs de l’adaptation travaillent avec les mêmes informations.",Tous aléas climatiques,Technique,Capital humain,50 000 €,2,2,Moyen terme,3,Non,Non
Inciter les secteurs exposés à repenser leur modèle d’affaires,"Atelier stratégique avec les secteurs très exposés pour tester la robustesse de leur modèle économique face à la chaleur, l’eau rare ou les interruptions. Les activités les plus fragiles identifient des alternatives.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,4,Non,Non
Garantir par l’État les prêts verts adaptation,Création d’une garantie publique couvrant une partie du risque des prêts destinés à l’adaptation des bâtiments et outils de production. Les banques financent plus facilement les investissements préventifs.,Tous aléas climatiques,Financières,Section par défaut,25 000 €,1,1,Moyen terme,0,Non,Non
Former les acteurs à la gouvernance partagée,"Formation des élus, directions et chefs de service aux rôles partagés, arbitrages et responsabilités dans une gouvernance d’adaptation. Les décisions sont mieux coordonnées entre niveaux d’action.",Tous aléas climatiques,Humaines,Capital humain,30 000 €,1,1,Court terme,10,Non,Non
Organiser une concertation citoyenne dédiée à la résilience,"Organisation d’une concertation avec habitants, commerçants et associations sur les priorités de fraîcheur, eau et continuité de services. Les projets retenus reflètent les besoins vécus localement.",Tous aléas climatiques,Humaines,Capital humain,30 000 €,1,1,Court terme,3,Non,Non
Garantir la transparence des informations de résilience,"Publication d’un tableau de bord clair présentant risques, budgets, actions lancées et résultats mesurés. Les parties prenantes peuvent suivre la progression réelle de la résilience.",Tous aléas climatiques,Humaines,Capital humain,30 000 €,1,1,Court terme,10,Non,Non
Faire adopter politiquement la stratégie d’adaptation,"Vote en conseil ou comité de direction d’une stratégie d’adaptation avec mandat, financement et calendrier. Le sujet devient une priorité officielle et non une simple intention technique.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,1,1,Moyen terme,1,Non,Non
Renforcer la biodiversité et les habitats naturels,"Restauration de mares, haies, prairies et continuités écologiques sur des espaces dégradés. Les habitats naturels résistent mieux aux sécheresses et soutiennent la biodiversité locale.",Tous aléas climatiques,Technique,OPEX majoritaire > main d’œuvre,50 000 €,2,2,Long terme,6,Non,Non
Prendre en compte les inégalités dans chaque projet,"Analyse de chaque projet selon l’âge, la santé, les revenus, l’accès aux transports et l’exposition des habitants. Les mesures d’adaptation protègent en priorité les publics les plus vulnérables.",Tous aléas climatiques,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,8,Non,Non
Privilégier les actions multi-bénéfices,"Choix de solutions qui rafraîchissent, infiltrent l’eau, améliorent la biodiversité et créent des usages sociaux en même temps. Chaque euro investi produit plusieurs bénéfices pour le territoire.",Tous aléas climatiques,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,8,Non,Non
Évaluer ex post les actions de résilience,"Bilan un an après les travaux, avec mesures de température, retours d’usagers et comparaison des incidents avant-après. Les actions inefficaces sont ajustées au lieu d’être simplement valorisées.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,1,1,Moyen terme,4,Non,Non
Identifier les ressources et forces vives,"Recensement des associations, entreprises, agents, lieux refuges, matériels disponibles et compétences mobilisables en crise. Le territoire connaît ses appuis avant d’en avoir besoin.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,0,Non,Non
Valoriser les savoir-faire et l’histoire locale,"Collecte de pratiques locales anciennes, comme gestion des canaux, ombrage des rues ou entraide de voisinage, puis intégration dans les projets actuels. L’adaptation s’appuie sur l’identité du territoire.",Tous aléas climatiques,Organisationnelles,Capital humain,15 000 €,1,"0,5",Moyen terme,0,Non,Non
Développer les réseaux d’entraide de proximité,"Mise en place d’un réseau de voisins référents pour appeler les personnes isolées, partager de l’eau et signaler les besoins lors d’une canicule. L’entraide complète les dispositifs institutionnels.",Tous aléas climatiques,Humaines,Capital humain,25 000 €,1,1,Long terme,3,Non,Non
Soutenir les initiatives citoyennes de résilience,"Création d’un petit fonds local finançant jardins de pluie, ateliers de quartier, ombrières citoyennes et kits d’alerte. Les habitants peuvent tester rapidement des solutions de résilience.",Tous aléas climatiques,Financières,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,3,Non,Non
Réaliser un diagnostic partagé des aléas,"Atelier réunissant habitants, entreprises, techniciens et élus pour cartographier les aléas observés et les secteurs sensibles. Le diagnostic est partagé par ceux qui vivent et gèrent le territoire.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,2,2,Moyen terme,4,Non,Non
Réaliser des diagnostics réguliers de vulnérabilité,"Programmation d’un diagnostic de vulnérabilité tous les trois ans, avec mise à jour après travaux, sinistre ou changement d’usage. La connaissance du risque reste actuelle.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,2,2,Moyen terme,4,Non,Non
Analyser les phénomènes concomitants,"Étude d’un scénario combinant crue, coupure électrique et épisode de chaleur, avec identification des effets en cascade. Les plans de crise prennent en compte plusieurs aléas simultanés.",Fortes pluies/ Inondation fluviale/ Stress Hydrique/ Chaleur extrême/ Tempêtes/ Inondation pluie,Technique,OPEX majoritaire > main d’œuvre,250 000 €,10,3,Moyen terme,4,Non,Non
Mettre en place une comitologie d’adaptation,"Création d’un comité technique, d’un comité décisionnel et d’un groupe terrain avec calendrier de réunions et livrables. Le pilotage de l’adaptation devient régulier et lisible.",Tous aléas climatiques,Technique,OPEX majoritaire > main d’œuvre,50 000 €,2,2,Moyen terme,0,Non,Non
Mettre en place un observatoire partenarial des vulnérabilités,"Mise en commun des données sociales, sanitaires, économiques et climatiques dans un observatoire animé par plusieurs partenaires. Les vulnérabilités sont suivies dans le temps et partagées.",Tous aléas climatiques,Organisationnelles,CAPEX majoritaire > court terme,50 000 €,2,2,Court terme,3,Non,Non
Traduire localement les limites planétaires,"Déclinaison locale des limites sur l’eau, les sols, la biodiversité et les émissions dans les critères de projet. Les décisions tiennent compte des contraintes écologiques du territoire.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,2,2,Moyen terme,0,Non,Non
Organiser des chantiers collectifs d’intérêt général,"Organisation d’un chantier participatif pour planter une haie, désimperméabiliser une cour ou aménager une zone d’ombre. Les habitants contribuent directement à une amélioration visible.",Tous aléas climatiques,Humaines,Capital humain,30 000 €,1,1,Court terme,3,Non,Non
Créer un réseau de bénévoles et d’ambassadeurs de la résilience,"Formation d’ambassadeurs capables d’expliquer les consignes canicule, repérer les personnes fragiles et relayer les alertes. La prévention circule mieux dans les quartiers.",Tous aléas climatiques,Humaines,Capital humain,25 000 €,1,1,Long terme,3,Non,Non
Mobiliser les arts et la culture pour sensibiliser,"Création d’une exposition, d’un spectacle ou d’un parcours sonore racontant les risques climatiques locaux et les solutions possibles. La sensibilisation touche des publics qui ne viennent pas aux réunions techniques.",Tous aléas climatiques,Humaines,Capital humain,30 000 €,1,1,Court terme,10,Non,Non
Assurer la cohérence entre les plans de crise,"Comparaison des plans canicule, inondation, continuité d’activité et secours pour supprimer les contradictions de consignes. Les équipes appliquent un cadre cohérent pendant la crise.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,1,1,Moyen terme,0,Non,Non
Généraliser les démarches de relèvement post-choc,"Préparation d’une méthode de retour à la normale après sinistre, avec priorités de réparation, soutien aux habitants et calendrier de reprise. Le territoire se relève plus vite après un choc.",Tous aléas climatiques,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Réaliser des exercices fictifs d’urgence,"Simulation d’une crue soudaine ou d’une coupure d’accès, avec déclenchement des alertes, ouverture d’un lieu refuge et test des responsabilités. Les failles du dispositif apparaissent avant la vraie crise.",Tous aléas climatiques,Organisationnelles,Capital humain,15 000 €,1,"0,5",Moyen terme,0,Non,Non
Développer des exercices de prospective participative,"Atelier prospectif imaginant un territoire avec moins de neige, plus de chaleur ou des accès coupés, puis définition d’options d’adaptation. Les acteurs explorent plusieurs futurs possibles.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,0,Non,Non
Surveiller les crues via des plateformes d’alerte,Abonnement à une plateforme de suivi des crues avec seuils personnalisés pour les cours d’eau proches des équipements sensibles. Les fermetures et mises en sécurité sont déclenchées plus tôt.,Fortes pluies/ Inondation fluviale/ Inondation pluie/ Tempêtes/ Chaleur extrême/ Vague de chaleur/ Vague de gel,Organisationnelles,CAPEX majoritaire > court terme,50 000 €,2,2,Court terme,7,Non,Non
Identifier les canaux de diffusion de l’alerte,"Inventaire des canaux disponibles, SMS, appels, panneaux lumineux, radio locale et porte-à-porte, avec public cible pour chacun. Les alertes atteignent aussi les personnes peu connectées.",Inondation fluviale/ Inondation pluie/ Tempêtes/ Chaleur extrême/ Vague de chaleur/ Vague de gel,Technique,OPEX majoritaire > main d’œuvre,250 000 €,10,3,Long terme,7,Non,Non
Mettre en place des réponses low-tech et réversibles,"Installation de batardeaux amovibles, stores manuels, réserves d’eau simples et zones d’ombre démontables. Les réponses peuvent être déplacées ou ajustées si le risque évolue.",Tous aléas climatiques,Organisationnelles,CAPEX majoritaire > court terme,50 000 €,2,2,Court terme,8,Non,Non
Soutenir les expérimentations et innovations frugales,"Financement de prototypes simples, comme ombrières en matériaux réemployés, capteurs bas coût ou noues expérimentales. Les solutions sont testées à petite échelle avant investissement lourd.",Tous aléas climatiques,Financières,CAPEX majoritaire > court terme,15 000 €,1,"0,5",Court terme,7,Non,Non
Construire de nouveaux récits inspirants et mobilisateurs,"Production de récits, portraits et visites montrant des lieux déjà transformés par l’adaptation. Les habitants et décideurs se projettent plus facilement dans le changement.",Tous aléas climatiques,Humaines,Capital humain,50 000 €,2,2,Moyen terme,10,Non,Non
Identifier collectivement les besoins vitaux,"Atelier collectif listant eau potable, alimentation, santé, énergie, communications et accès essentiels en cas de crise. Les priorités de protection sont clarifiées avant de choisir les actions.",Tous aléas climatiques,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Accompagner la transition vers une économie sobre et résiliente,"Accompagnement d’entreprises locales pour réduire leur dépendance à l’eau, sécuriser leurs fournisseurs et diversifier leurs débouchés. L’économie devient moins fragile face aux contraintes climatiques.",Tous aléas climatiques,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Développer les circuits courts et activités stratégiques locales,"Soutien à une filière locale de réparation, alimentation ou matériaux biosourcés, avec contrats de proximité et stockage adapté. Le territoire dépend moins de chaînes longues perturbées par les aléas.",Tous aléas climatiques,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,2,Non,Non
Conditionner les investissements à la soutenabilité long terme,"Ajout d’un critère de robustesse climatique dans tous les dossiers d’investissement, avec coût de maintenance et exposition à trente ans. Les projets non soutenables sont écartés avant engagement financier.",Tous aléas climatiques,Financières,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,2,Non,Non
Élaborer une gouvernance des communs,"Création d’une gouvernance partagée pour l’eau, les sols ou les espaces de fraîcheur, avec règles d’usage et arbitrage collectif. Les ressources communes sont protégées plutôt que consommées sans coordination.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,3,Non,Non
Intégrer le risque dans le dimensionnement des systèmes,"Dimensionnement d’un réseau d’eaux pluviales, d’une toiture ou d’un accès selon les pluies et chaleurs futures plutôt que les seules données historiques. Le système reste fonctionnel pendant des événements plus intenses.",Fortes pluies/ Inondation fluviale/ Inondation pluie/ RGA/ Chaleur extrême/ Tempêtes/ Vague de gel,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,4,Non,Non
Gérer le patrimoine existant de façon intégrée,"Plan de gestion croisant état des bâtiments, voiries, réseaux, espaces verts et usages pour prioriser les rénovations. Le patrimoine est adapté de manière cohérente et non ouvrage par ouvrage.",Tous aléas climatiques,Technique,OPEX majoritaire > main d’œuvre,50 000 €,2,2,Moyen terme,0,Non,Non
