Titre de l’action d’adaptation,Exemple,Aléa climatique visé,Catégorie ressources,Catégorie entreprise,Prix,Prix crédit,Temps,Score
Élaborer une gouvernance des communs,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Tous aléas climatiques; Vague de chaleur; Chaleur extrême; Tempêtes; Fortes pluies,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,Moyen terme,0
Éviter les constructions dans les zones exposées,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes pluies et inondations perturbent le site.",Inondation fluviale; Inondation nappe; Inondation pluie; RGA; Tempêtes,Technique,OPEX majoritaire > main d’œuvre,250 000 €,10,Long terme,0
Intégrer la recomposition spatiale dans le projet de territoire,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes pluies et inondations perturbent le site.",Inondation fluviale; Inondation pluie; RGA; Tempêtes; Stress Hydrique,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Intégrer le risque dans le dimensionnement des systèmes,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Fortes pluies; Inondation fluviale; Inondation pluie; RGA; Chaleur extrême; Tempêtes; Vague de gel; Enneigement; Biodiversité,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Gérer le patrimoine existant de façon intégrée,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les tous aléas climatiques perturbent le site.",Tous aléas climatiques,Technique,OPEX majoritaire > main d’œuvre,50 000 €,2,Moyen terme,0
Renforcer la solidité des infrastructures critiques,"Rénovation d’un bâtiment prioritaire avec isolation renforcée, protections solaires, ventilation nocturne et vérification des seuils d’inondation au rez-de-chaussée. Les occupants restent protégés et les activités essentielles peuvent continuer pendant les épisodes climatiques extrêmes.",Fortes pluies; Inondation fluviale; Inondation pluie; RGA; Tempêtes; Vague de gel; Chaleur extrême,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Anticiper l’adaptabilité et la réversibilité des systèmes,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les tous aléas climatiques perturbent le site.",Tous aléas climatiques; Enneigement; Mouvements de terrain,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Assurer les capacités de réserve et la redondance,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Inondation fluviale; Inondation pluie; Tempêtes; Chaleur extrême; Vague de chaleur; Vague de gel,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Diversifier les viviers de ressources,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Tous aléas climatiques; Modif T° air; Fortes pluies; Stress Hydrique; Chaleur extrême; Tempêtes; Vague de chaleur,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,1,Moyen terme,0
Choisir des revêtements de murs et de toits à fort albédo,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Vague de chaleur; Chaleur extrême; Modif T° air,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Mettre en place une procédure tempête,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les tempêtes menacent la continuité des activités.",Tempêtes; Vents violents,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,2,Court terme,0
Améliorer l’isolation et l’inertie des parois opaques,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Vague de chaleur; Chaleur extrême; Modif T° air,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Rigidifier la structure du bâtiment,"Rénovation d’un bâtiment prioritaire avec isolation renforcée, protections solaires, ventilation nocturne et vérification des seuils d’inondation au rez-de-chaussée. Les occupants restent protégés et les activités essentielles peuvent continuer pendant les épisodes climatiques extrêmes.",RGA; Stress Hydrique; Inondation fluviale; Inondation pluie; Inondation nappe; Mouvements de terrain,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Utiliser des matériaux résistants à l’eau,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes pluies et inondations perturbent le site.",Inondation fluviale; Inondation pluie; Inondation nappe; Non listé: submersion marine; Submersion marine,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Optimiser lumière naturelle par vitrages et puits de jour,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Vague de chaleur; Chaleur extrême; Modif T° air,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Rafraîchir les espaces intérieurs par le sol,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Vague de chaleur; Chaleur extrême; Modif T° air; Stress Hydrique,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Limiter les variations du taux d’humidité du sol,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les sécheresse perturbent le site.",RGA; Stress Hydrique,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Choisir des équipements à faible émission de chaleur,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Vague de chaleur; Chaleur extrême; Modif T° air,Technique,CAPEX majoritaire > court terme,250 000 €,10,Court terme,0
Communiquer sur les risques aux occupants,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Vague de chaleur; Chaleur extrême; Modif T° air; RGA; Stress Hydrique; Tempêtes; Inondation fluviale; Inondation pluie; Inondation nappe; Non listé: feu; Fortes pluies,Organisationnelles,Capital humain,15 000 €,1,Moyen terme,0
Concentrer les équipements et activités essentiels aux étages supérieurs,"Déplacement des archives, serveurs et équipements coûteux hors des zones inondables, puis installation aux étages supérieurs avec accès sécurisé. Les pertes matérielles diminuent fortement en cas de crue ou de ruissellement intense.",Inondation fluviale; Inondation pluie; Inondation nappe; Non listé: submersion marine; Submersion marine,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,0
Définir une stratégie face au risque d’inondation,"Inscription d’un point adaptation climatique à chaque comité stratégique, avec arbitrage budgétaire et suivi des obligations réglementaires. Les décisions d’investissement tiennent compte des conditions climatiques futures plutôt que du climat passé.",Inondation fluviale; Inondation pluie; Inondation nappe; Non listé: submersion marine,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,1,Moyen terme,10
Ancrer au sol les hébergements,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes pluies et inondations perturbent le site.",Tempêtes; Inondation fluviale; Inondation pluie; Inondation nappe; Non listé: submersion marine; Submersion marine,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,0
Protéger les réseaux,"Organisation d’un exercice commun avec la commune, les voisins, les services de secours et les gestionnaires de réseaux. Les informations, lieux refuges et moyens matériels sont partagés plus vite lors d’un épisode extrême.",Vague de chaleur; Chaleur extrême; Modif T° air; RGA; Stress Hydrique; Tempêtes; Inondation fluviale; Inondation pluie; Inondation nappe; Non listé: feu; Non listé: submersion marine; Fortes pluies,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Se raccorder au réseau de froid urbain,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Vague de chaleur; Chaleur extrême; Modif T° air,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
"Combiner transports collectifs, modes actifs et transport à la demande","Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Modif T° air; Chaleur extrême,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Élaborer un plan d’actions opérationnel modes actifs,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Modif T° air; Chaleur extrême,Organisationnelles,Capital humain,30 000 €,1,Moyen terme,0
Former les élus et techniciens aux enjeux de mobilité,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Modif T° air; Chaleur extrême; Stress Hydrique,Humaines,Capital humain,30 000 €,1,Court terme,10
Choisir des solutions de prévention des risques adaptées localement,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes pluies et inondations menacent la continuité des activités.",Fortes pluies; Inondation fluviale; Inondation pluie; RGA; Tempêtes,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Diagnostiquer les routes inondables,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes pluies et inondations perturbent le site.",Fortes pluies; Inondation fluviale; Inondation pluie,Technique,OPEX majoritaire > main d’œuvre,250 000 €,10,Long terme,0
Cartographier les points vulnérables du réseau routier,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Fortes pluies; Inondation fluviale; Inondation pluie,Technique,OPEX majoritaire > main d’œuvre,250 000 €,10,Long terme,0
Hiérarchiser les bâtiments publics par niveaux de risque,"Rénovation d’un bâtiment prioritaire avec isolation renforcée, protections solaires, ventilation nocturne et vérification des seuils d’inondation au rez-de-chaussée. Les occupants restent protégés et les activités essentielles peuvent continuer pendant les épisodes climatiques extrêmes.",Vague de chaleur; Chaleur extrême; Fortes pluies; Tempêtes; RGA,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Intégrer l’adaptation aux constructions neuves et rénovations lourdes,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Vague de chaleur; Chaleur extrême; Fortes pluies; Tempêtes; RGA,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Mener des actions d’opportunisme lors de travaux ponctuels,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Vague de chaleur; Chaleur extrême; Fortes pluies; Tempêtes; RGA,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,1,Court terme,0
Programmer des interventions reproductibles à grande échelle,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Vague de chaleur; Chaleur extrême,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,0
Engager une Stratégie d’Optimisation Foncière Territoriale,"Inscription d’un point adaptation climatique à chaque comité stratégique, avec arbitrage budgétaire et suivi des obligations réglementaires. Les décisions d’investissement tiennent compte des conditions climatiques futures plutôt que du climat passé.",Modif T° air; Stress Hydrique; Fortes pluies; Chaleur extrême,Organisationnelles,Capital humain,30 000 €,1,Long terme,10
Mettre en place un observatoire foncier,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Modif T° air; Stress Hydrique,Technique,OPEX majoritaire > main d’œuvre,50 000 €,2,Moyen terme,0
Intégrer les données foncières dans le PLUi et les outils de suivi,"Tableau de bord mensuel avec jours de fermeture liés à la chaleur, dégâts après pluie intense, incidents fournisseurs et coûts de maintenance climatique. Les tendances repérées déclenchent des ajustements rapides avant que les fragilités ne s’aggravent.",Modif T° air; Stress Hydrique; Fortes pluies,Organisationnelles,CAPEX majoritaire > court terme,50 000 €,2,Court terme,7
"Inventorier les friches par photo-interprétation, terrain et échanges élus","Conservation d’une zone refuge non tondue, plantation de haies locales et liaison entre deux espaces verts par un corridor écologique. Les espèces trouvent des abris et peuvent se déplacer malgré la chaleur, la sécheresse ou les travaux sur le site.",Modif T° air; Stress Hydrique,Humaines,OPEX majoritaire > main d’œuvre,15 000 €,1,Moyen terme,0
Étudier plusieurs destinations possibles pour les friches,"Conservation d’une zone refuge non tondue, plantation de haies locales et liaison entre deux espaces verts par un corridor écologique. Les espèces trouvent des abris et peuvent se déplacer malgré la chaleur, la sécheresse ou les travaux sur le site.",Modif T° air; Stress Hydrique; Fortes pluies; Chaleur extrême,Organisationnelles,Capital humain,15 000 €,1,Moyen terme,0
Réaliser une cartographie des enjeux de renaturation,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Vague de chaleur; Chaleur extrême; Fortes pluies; Inondation pluie; Stress Hydrique,Technique,OPEX majoritaire > main d’œuvre,250 000 €,10,Long terme,6
Identifier les sites prioritaires de renaturation avec les habitants,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Vague de chaleur; Chaleur extrême; Fortes pluies; Stress Hydrique; Inondation pluie; Tempêtes,Humaines,Capital humain,25 000 €,1,Long terme,6
Délimiter les périmètres PENAP de protection agricole et naturelle,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Vague de chaleur; Chaleur extrême; Stress Hydrique; Fortes pluies; Modif T° air,Organisationnelles,Capital humain,50 000 €,2,Long terme,0
Évaluer l’exposition aux aléas climatiques,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,Moyen terme,7
Désigner un pilote Adaptation,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Tous aléas climatiques; Fortes pluies; Inondation pluie; RGA; Chaleur extrême; Tempêtes,Humaines,OPEX majoritaire > main d’œuvre,15 000 €,1,Moyen terme,0
Développer des services touristiques sur de nouvelles saisonnalités,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Vague de chaleur; Enneigement; Stress Hydrique; Chaleur extrême,Humaines,Capital humain,25 000 €,1,Long terme,0
Diversifier l’économie touristique par des modèles hybrides,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les tous aléas climatiques menacent la continuité des activités.",Tous aléas climatiques,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Réguler les flux touristiques selon la capacité de charge et l’eau disponible,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Vague de chaleur; Stress Hydrique; Biodiversité,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,2,Moyen terme,6
Aménager des zones d’expansion des crues,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes pluies et inondations.",Fortes pluies; Inondation fluviale; Inondation pluie,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Concevoir des véloroutes ombragées,"Plantation d’arbres d’ombrage, création de massifs végétalisés et choix d’essences capables de supporter le climat futur local. Les cheminements et façades exposés restent plus frais, ce qui réduit l’inconfort pendant les fortes chaleurs.",Vague de chaleur; Chaleur extrême,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Concevoir des circuits touristiques fraîcheur,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Vague de chaleur; Chaleur extrême,Solutions fondées sur la nature,CAPEX majoritaire > court terme,250 000 €,10,Court terme,6
Mettre en place un plan Canicule intégrant les flux touristiques,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Vague de chaleur; Chaleur extrême; Feux de forêt; Stress Hydrique,Technique,OPEX majoritaire > main d’œuvre,250 000 €,10,Long terme,0
Restreindre la circulation automobile en milieu urbain dense,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Vague de chaleur; Chaleur extrême,Organisationnelles,OPEX majoritaire > main d’œuvre,250 000 €,10,Long terme,0
Renforcer l’isolation estivale et l’aération du bâti touristique,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Vague de chaleur; Chaleur extrême,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Informer sur le maintien de la fraîcheur en chambres non climatisées,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Vague de chaleur; Chaleur extrême,Humaines,Capital humain,25 000 €,1,Long terme,10
Adapter les plages horaires des services,"Adaptation des horaires pendant les canicules, bascule de certains cours ou réunions à distance et accès prioritaire aux espaces rafraîchis. Les salariés, prestataires et usagers restent protégés sans interrompre totalement les activités.",Vague de chaleur; Chaleur extrême,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,Moyen terme,0
Adapter les menus en période chaude,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Vague de chaleur; Chaleur extrême,Organisationnelles,OPEX majoritaire > main d’œuvre,250 000 €,10,Long terme,0
Former aux bons usages des bâtiments en période chaude,"Rénovation d’un bâtiment prioritaire avec isolation renforcée, protections solaires, ventilation nocturne et vérification des seuils d’inondation au rez-de-chaussée. Les occupants restent protégés et les activités essentielles peuvent continuer pendant les épisodes climatiques extrêmes.",Vague de chaleur; Chaleur extrême,Humaines,Capital humain,25 000 €,1,Long terme,10
Mettre en place une gestion technique de la chaleur,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Vague de chaleur; Chaleur extrême,Technique,CAPEX majoritaire > court terme,250 000 €,10,Court terme,0
Développer les usages rafraîchissants de l’eau,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Vague de chaleur; Stress Hydrique; Chaleur extrême,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Utiliser des mobile-homes surélevés ou flottants,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Vague de chaleur; Chaleur extrême; Submersion marine; Inondation fluviale,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Mettre à jour les procédures de gestion de crise inondation,"Scénario de crise testé avant l’été : bascule en télétravail, salles fraîches ouvertes, contact fournisseurs critiques et procédure de fermeture temporaire. Les équipes savent quoi faire lorsque chaleur, inondation ou tempête perturbent le fonctionnement normal.",Fortes pluies; Inondation fluviale; Inondation pluie; Feux de forêt; Vague de chaleur,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,Moyen terme,0
Améliorer la culture du risque inondation,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Fortes pluies; Inondation fluviale; Inondation pluie; Submersion marine; Tempêtes; Feux de forêt; Vague de chaleur,Humaines,Capital humain,15 000 €,1,Long terme,0
Créer des noues plantées pour stocker et traiter les eaux,"Création de noues, bassins d’infiltration et cuves de récupération au pied des bâtiments. Les pluies intenses sont absorbées progressivement, les abords restent praticables et une réserve d’eau peut servir à l’arrosage en période sèche.",Fortes pluies; Inondation pluie,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Désimperméabiliser les pieds d’arbres et sols touristiques,"Transformation d’un parking bitumé en revêtement perméable, avec noues végétalisées et fosses de plantation. L’eau s’infiltre directement sur site, les réseaux débordent moins lors des pluies intenses et le sol restitue moins de chaleur en été.",Fortes pluies; Inondation pluie,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Désimperméabiliser les parkings touristiques,"Transformation d’un parking bitumé en revêtement perméable, avec noues végétalisées et fosses de plantation. L’eau s’infiltre directement sur site, les réseaux débordent moins lors des pluies intenses et le sol restitue moins de chaleur en été.",Fortes pluies; Inondation pluie,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Gérer et aménager les berges,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes pluies et inondations.",Inondation fluviale; Fortes pluies; Stress Hydrique; Biodiversité,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Valoriser les prairies inondables de fauche,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes pluies et inondations.",Inondation fluviale; Fortes pluies,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Réguler l’utilisation des espaces selon le risque inondation,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes pluies et inondations menacent la continuité des activités.",Inondation fluviale; Inondation pluie,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,2,Moyen terme,0
Mettre en réseau opérateurs et collectivités sur la crise inondation,"Scénario de crise testé avant l’été : bascule en télétravail, salles fraîches ouvertes, contact fournisseurs critiques et procédure de fermeture temporaire. Les équipes savent quoi faire lorsque chaleur, inondation ou tempête perturbent le fonctionnement normal.",Inondation fluviale; Inondation pluie,Organisationnelles,OPEX majoritaire > main d’œuvre,250 000 €,10,Long terme,0
Mettre en place des procédures d’évacuation inondation,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes pluies et inondations menacent la continuité des activités.",Inondation fluviale; Inondation pluie,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,Moyen terme,0
Identifier les voies hors d’eau pour les clients,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes pluies et inondations perturbent le site.",Inondation fluviale; Inondation pluie; Submersion marine; Fortes pluies,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,5
Former le personnel aux premiers secours,"Installation d’un secours énergétique pour les équipements critiques, avec batteries, alimentation prioritaire et test semestriel. Les serveurs, laboratoires sensibles ou dispositifs de sécurité restent alimentés lors d’une coupure liée à une tempête ou une canicule.",Inondation fluviale; Fortes pluies; Tempêtes; Vents violents; Ouragans,Humaines,Capital humain,50 000 €,2,Court terme,10
Ré-ensabler les plages avec analyse biodiversité,"Conservation d’une zone refuge non tondue, plantation de haies locales et liaison entre deux espaces verts par un corridor écologique. Les espèces trouvent des abris et peuvent se déplacer malgré la chaleur, la sécheresse ou les travaux sur le site.",Submersion marine; Tempêtes,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,6
Adapter les territoires littoraux aux risques côtiers,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux tempêtes.",Submersion marine; Tempêtes; Biodiversité,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Élaborer des scénarios de submersion marine,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes pluies et inondations perturbent le site.",Submersion marine; Tempêtes; Inondation pluie,Technique,OPEX majoritaire > main d’œuvre,50 000 €,2,Long terme,0
Améliorer les dispositifs d’alerte météo littorale,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes pluies et inondations perturbent le site.",Submersion marine; Tempêtes; Vents violents; Fortes pluies,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,0
Installer une plateforme ou zone refuge,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes pluies et inondations perturbent le site.",Submersion marine; Inondation fluviale,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,0
"Aménager sur pilotis, longrines ou blocs de béton","Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes pluies et inondations perturbent le site.",Submersion marine; Inondation fluviale,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Restaurer la végétation littorale publique contre l’érosion,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux tempêtes.",Submersion marine; Tempêtes; Biodiversité,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Négocier le foncier avec l’appui de la SAFER,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les tempêtes menacent la continuité des activités.",Submersion marine; Tempêtes,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
